station ID,year,JanTotal,FebTotal,MarTotal,AprTotal,MayTotal,JunTotal,JulTotal,AugTotal,SepTotal,OctTotal,NovTotal,DecTotal,AnnTotal
63207,1981,1,5.06,0.72,5.44,2.49,4.59,3.39,1.04,2.49,4.54,2.61,6.44,39.81
63207,1982,5.94,3.26,4.05,4.46,1.9,13.97,1.73,3.38,4.16,3.19,4.71,1.9,52.65
63207,1983,4.69,4.51,6.55,10.39,4.6,3.02,1.94,5.08,1.35,6.02,10.88,5.49,64.5
63207,1984,2.52,6.22,5.15,4.93,6.41,5.47,7.73,0.76,2.67,3.44,3.18,3.14,51.64
63207,1985,0.88,2.39,3.19,1.3,5.8,5.03,2.29,10.36,3.51,1.96,10.81,1.41,48.93
63207,1986,7.41,5.35,4.96,1.86,0.91,3.78,7.11,3.59,0.67,2.97,8.09,8.7,55.39
63207,1987,5.09,0.53,5.01,6.56,1.84,0.56,1.28,4,4.75,3.01,2.8,3.03,38.44
63207,1988,3.57,5.25,5.46,2.71,3.82,2.87,6.83,1.41,2.55,3.65,9.75,1.94,49.8
63207,1989,2.19,3.42,4.5,5.76,6.37,6.82,5.33,9.06,4.76,8.11,4.58,1.42,62.33
63207,1990,5.37,2.93,2,4.87,5.53,1.54,3.84,6.11,3.72,5.35,1.95,5.71,48.93
63207,1991,3.41,2.31,5.64,4.04,3.15,1.11,3.33,11.58,5.81,2.11,3.05,3.84,49.38
63207,1992,3.56,2.06,3.13,2.41,1.6,4.12,3.75,7.18,4.78,1.87,6.2,6.33,46.98
63207,1993,2.24,3.18,6.87,4.33,0.81,2.29,2.53,1.96,6.36,3.58,2.83,5.8,42.78
63207,1994,4.96,3.09,7.68,2.17,2.51,1.53,0.85,6.95,3.99,1.15,5.49,5.19,45.56
63207,1995,3.14,3.92,2.07,3.33,5.17,2.58,2.61,1.67,4.9,5.94,3.96,3.57,42.87
63207,1996,4.13,3.57,2.59,7.18,3.02,2.25,5.15,3.35,7.48,7.03,2.59,7.12,55.46
63207,1997,3.47,2.69,5.34,2.88,3.3,2.2,1.61,4.72,1.21,2.09,4.64,3.01,37.17
63207,1998,5.48,4.52,6.31,6.56,5.53,9.07,1.52,3.06,3.1,3.55,1.95,1.17,51.84
63207,1999,6.69,4.3,3.11,1.63,3.33,0.08,1.79,3.41,8.9,5.31,2.39,3.88,44.84
63207,2000,3.22,2.61,4.91,6.21,4.17,6.63,4.58,5.5,4.95,0.48,3.87,4.36,51.48
63207,2001,3.11,2.05,9.2,1.49,3.7,7.14,3.64,4.62,4.24,1.79,0.71,2.43,44.11
63207,2002,2.92,1.72,5.05,4.17,4.49,3.02,2,2.49,5.3,3.34,5.76,4.72,44.99
63207,2003,1.82,3.63,5.48,5.17,4.31,4.81,4.68,3.49,3.9,5.71,1.94,3.72,48.66
63207,2004,1.58,2.75,4.3,6.87,2.93,1.19,4.16,6.24,5.47,2.59,4.47,3.98,46.54
63207,2005,4.26,2.87,5.12,4.96,4.76,1.94,3.14,2.17,3.17,14.83,6,3.58,56.81
63207,2006,5.7,2.37,0.59,3.17,7.89,11.67,3.69,4.45,4.38,6.86,5.91,1.77,58.46
63207,2007,5.15,2.28,6.53,7.98,1.61,3.95,3.01,1.82,1.67,2.47,3.53,4.21,44.21
63207,2008,3.3,7.37,7.63,4.97,3.14,4.44,3.09,4.29,9.88,2.13,4.22,6.92,61.39
63207,2009,3.7,2.43,2.84,5.54,3.36,4.5,10.63,2.46,1.8,6.55,4.18,6.26,54.26
63207,2010,2.83,5.04,15.8,2.1,3.24,2.91,4.31,2.96,4.74,3.09,3.23,3.69,53.95
63207,2011,3.69,4.23,2.46,4.65,3.92,5.96,2.89,8.25,6.47,5.22,4.63,4.08,56.44
63207,2012,3.59,1.39,1.31,2.71,4.94,4.67,3.65,3.7,4.68,3.41,0.74,6.61,41.41
63207,2013,1.95,4.76,2.63,2.04,2.39,11.46,3.12,2.76,3.4,0.63,3.43,5.05,43.61
67970,1886,3.94,5.66,3.33,3.8,5.07,3.5,4.86,2.19,1.05,3.6,3.97,3.82,44.78
67970,1887,4.97,5.55,4.33,3.14,0.44,7.05,5.33,4.54,2.09,3.12,2.41,4.08,47.05
67970,1888,5.39,3.64,6.46,2.61,6.02,2.09,1.57,7.34,6.93,4.48,4.58,3.8,54.93
67970,1893,2.35,7.46,4.1,3.9,6.84,2.1,3.64,6.57,2.38,5.16,3.24,3.79,51.54
67970,1894,1.64,3.17,1.23,1.82,4.88,1.49,0.83,1.23,5.52,5.85,5.55,4.11,37.34
67970,1895,4.35,0.49,2.45,2.93,1.79,2,4.68,4.63,1.99,3.96,4.06,2.75,36.07
67970,1896,1.35,7.08,6.87,0.77,5.33,4.26,4.71,2.53,5.42,2.22,2.41,0.92,43.85
67970,1897,3.9,2.45,3.74,2.41,7.34,2.67,10.12,3.15,2.24,1.79,6.06,5.49,51.36
67970,1898,4.52,3.39,3.13,3.74,8.53,0.79,7.27,7.15,1.4,8.29,6.04,3.26,57.52
67970,1899,4.28,4.65,6.69,2.11,2.65,3.06,5.91,0.37,4.8,1.42,1.92,2.32,40.17
67970,1900,4.11,5.74,4.08,1.95,3.62,2.03,4.3,2.25,3.44,3.47,4.92,2.54,42.44
67970,1901,1.82,0.67,6.59,8.6,8.34,1.29,4.89,8.97,3.08,3.48,1.55,8.58,57.86
67970,1902,2.57,4.62,5.72,3.78,2.6,4.71,2.45,3.09,7.87,7.64,1.3,7.02,53.37
67970,1903,4.45,4.93,5.83,3.22,0.07,10.54,3.03,10.06,2.61,5.07,1.38,4.32,55.52
67970,1904,3.26,3.05,3.88,4.22,1.87,3.19,2.83,8.45,4.46,2.29,2.14,2.78,42.41
67970,1905,4.78,1.43,3.45,3.14,0.69,2.85,3.91,7.37,7.53,2.69,2.38,4.37,44.61
67970,1906,2.66,2.12,5.79,6.33,4.88,1.9,4.96,3.09,3.02,5.66,1.71,4.78,46.89
67970,1907,3.65,3.41,2.81,2.99,4.46,3.56,1.29,1.48,5.98,5.38,5.98,4.76,45.75
67970,1908,3.38,6.02,3.29,2.27,6.67,0.56,6.9,11.38,0.98,1.26,0.95,3.29,46.96
67970,1909,3.69,5.2,3.65,7.8,2.35,1.68,1.96,6.23,3.52,0.97,1.76,3.58,42.39
67970,1910,6.48,3.46,1.32,3.61,3.18,5.07,1.4,1.37,1.42,1.33,3.93,2.31,34.88
67970,1911,2.75,3.54,4.13,3.65,1.61,3.37,2.24,5.18,3.29,8.4,5.43,3.33,46.9
67970,1912,2.01,2.29,8.55,3.61,4.29,1.17,2.17,4.69,2.94,2.5,4.46,5.16,43.83
67970,1913,3.93,2.74,5.86,5.44,3.01,0.75,1.04,7.45,3.57,9.09,2.35,3.43,48.67
67970,1914,5.34,2.11,6.64,3.05,3.22,2.26,5.19,2,0.23,4.65,2.53,4.47,41.68
67970,1915,6.38,4.88,0.23,2.17,2.71,3.07,4,7.61,1.9,3.48,1.48,4.94,42.85
67970,1916,1.22,5.1,3.72,2.51,3.26,5.79,5.05,1,3.65,1.37,2.34,3.62,38.63
67970,1917,2.8,1.75,4.36,2.04,3.15,3.79,3.15,2.37,1.54,6.74,1.42,3.18,36.27
67970,1918,3.48,1.8,1.63,3.74,3.04,3.4,4.19,3.29,4.73,1.44,3.19,4.11,38.04
67970,1919,3.59,3.9,5.28,3.4,4.61,1.85,6.58,7.2,5.15,5.16,3.92,3.19,53.81
67970,1920,2.74,6.36,4.76,4.87,4.2,4.99,4.87,6.67,7.56,1.33,3.56,5.58,57.49
67970,1921,2.93,3.84,2.68,5.65,3.69,3.51,4.69,2.64,3.95,0.99,4.16,2.7,41.45
67970,1922,1.59,2.77,4.32,2.56,4.41,7.41,5.97,3.31,2.37,2.58,1.55,3.61,42.45
67970,1923,6.85,2.43,4.14,3.61,2,3.19,1.52,1.22,2.95,6.36,5.02,4.91,44.2
67970,1924,4.02,3.65,1.31,6.86,6.16,1.41,0.65,5.69,4.71,0.31,1.58,1.97,38.33
67970,1925,3.52,4.06,3.91,1.85,3.78,3.86,11.81,2.15,4.35,5.04,3.4,2.57,50.31
67970,1926,0.6,2.24,3.3,2.18,1.46,1.44,1.01,1.28,3.15,2.64,5.21,1.08,25.59
67970,1927,1.84,3.84,1.19,1.11,4.43,2.41,5.22,4.66,3.02,4.07,1.89,2.39,36.06
67970,1928,1.64,2.88,2.22,0.35,2.07,4.98,3,2.22,2.25,1.25,2.45,0.46,25.78
67970,1929,1.92,2.32,2.43,2.83,3.71,1.25,2.48,1.63,3.52,3.65,0.34,1.09,27.17
67970,1930,2.15,0.85,1.28,0.63,0.66,2.44,1.54,2.97,0.1,0.86,5.4,0.63,19.52
67970,1931,1.37,1.32,4.06,3.4,1.69,3.52,1.82,1.78,1.56,1.09,0.76,2.79,25.16
67970,1932,4.44,1.31,4.63,0.1,2.09,1.08,1.09,2.68,2.5,1.33,4.02,2.48,27.76
67970,1933,1.85,3.58,3.19,1.21,0.68,2.61,2.21,10.03,4.3,3.5,0.93,2.68,36.78
67970,1934,1.94,0.79,3.26,1.06,2.43,1.81,4.49,1.09,15.64,1.04,1.92,3.2,38.67
67970,1935,2.63,0.44,1.59,1.38,1.97,1.5,3.46,1.94,2.2,0.73,1.37,0.72,19.94
67970,1936,2.87,1.28,2.02,1.04,4.36,6.57,2.28,1.18,1.54,1.47,1.01,8.49,34.1
67970,1937,3.75,1.26,1.84,3.33,2.5,1.89,2.74,2.78,4.41,1.42,0.15,0.9,26.96
67970,1938,1.28,1.29,0.97,0.21,1.48,4.8,5.03,2.14,2.37,2.29,1.5,2.67,26.04
67970,1939,2.7,3.11,1.6,4.44,1.04,0.81,0.57,6.71,3.08,5.57,2.05,1.36,33.04
67970,1940,0.51,1.17,5.4,3.07,3.54,1.71,1.4,0.89,3.17,1.74,4.53,1.52,28.66
67970,1941,1.13,3,1.04,0.8,1.51,5.22,5.92,4.6,0.51,3.85,4.25,3.93,35.76
67970,1942,3.23,1.33,2.3,0.17,1.92,2.11,4.1,8.93,2.79,2.79,4.9,5.61,40.17
67970,1943,1.96,1.51,4.78,2.63,5.43,3.99,3.19,1.31,3.26,6.22,4.27,1.78,40.31
67970,1944,3.76,2.26,7.16,5.51,1.69,3.27,0.86,1.52,9.85,1.84,6.04,3.81,47.56
67970,1945,2.38,3.79,3.05,4.54,5.49,3.02,8.62,5.56,4.91,2.44,4.73,5.61,54.15
67970,1946,1.1,2.22,1.6,1.75,10.78,3.48,4.6,5.2,5.91,0.94,1.97,2.24,41.78
67970,1947,2.68,2.49,3.62,5.58,5.3,4.97,3.97,2.73,3,2.44,7.32,3.83,47.93
67970,1948,3.89,1.87,3.76,4.52,8.11,5.84,3.54,2.86,1.04,1.64,5.02,7.2,49.28
67970,1949,7.35,3.41,2.15,3.78,5.9,0.14,3.61,3.93,3.6,1.83,1.24,3.61,40.56
67970,1950,3,3.61,2.97,2.3,4.53,3.24,5.99,4.34,1.81,2.02,5.08,5.23,44.13
67970,1951,3.15,4.17,7.31,2.45,4.43,4.82,4.18,3.75,1.1,4.76,5.86,3.77,49.75
67970,1952,5.76,1.96,3.94,6.35,8.04,1.79,3.93,10.66,1.68,0.82,3.2,4.71,52.85
67970,1953,4.86,2.84,12.41,6,3.81,2.11,5.77,2.04,1.66,4.82,3.03,5.03,54.39
67970,1954,2.54,2.3,3.89,3.97,3.92,1.88,0.92,8.6,6.95,2.08,7.7,4.67,49.43
67970,1955,0.65,3.45,4.03,4.15,1,3.82,2.89,15.8,3.67,17.24,5.94,0.85,63.48
67970,1956,2.63,4.23,4.86,3.59,2.72,1.71,5.23,2.35,5.85,2.75,6.1,4.81,46.83
67970,1957,1.85,1.57,2.16,5.38,2.76,0.93,2.81,3.11,3.22,3.91,3.48,6.1,37.28
67970,1958,5.12,3.21,4.07,7.72,4.99,2.29,2.85,5.25,3.82,5.57,2.78,1.76,49.43
67970,1959,2.86,2.55,4.32,3.44,0.78,4.93,2.96,3.23,1.06,5.02,4.26,4.13,39.54
67970,1960,3.23,4.74,3.09,2.91,2.84,0.87,6.94,2.11,8.27,3.04,3.31,2.21,43.57
67970,1961,1.41,2.33,4.24,6.74,4.88,3.39,4.68,3.62,2.79,2.3,3.47,3.2,43.03
67970,1962,3.38,3.91,2.96,3.17,1.04,3.79,1.54,3.9,3.31,4.73,4.49,2.56,38.78
67970,1963,2,2.76,3.36,1.07,3.73,3.09,4.56,1.53,3.54,0.16,7.18,1.86,34.84
67970,1964,3.06,3.26,2.5,5.28,0.95,1.99,4.26,0.28,1.41,2.01,1.91,4.62,31.52
67970,1965,3.49,3.44,1.68,3.02,1.68,1.31,3.97,2.03,1.55,2.7,2.2,1.78,28.86
67970,1966,2.45,3.54,2.43,1.96,4.82,0.34,1.27,2.22,7.28,4.59,3.15,2.84,36.9
67970,1967,0.83,2.91,6.2,5.12,4.71,2.93,3.61,4.13,1.47,2.33,3.39,5.8,43.44
67970,1968,1.24,1.39,5.36,2.5,6.61,8.5,0.8,5.15,4.06,2.3,6.55,5.15,49.62
67970,1969,1.32,2.54,3.43,4.48,3.89,2.77,7.57,2.1,4.35,2.08,4.61,6.74,45.88
67970,1970,0.45,4.46,3.83,3.76,2.31,3.26,1.23,3.52,1.74,2.09,4.19,2.7,33.54
67970,1971,2.19,5.51,3.91,2.84,3.28,0.56,8.83,1.87,5.94,3.27,5.91,2.78,46.89
67970,1972,1.85,5,5.65,4.2,4.56,16.21,2.36,1.17,1.51,6.09,7.67,6.76,63.03
67970,1973,4.6,3.4,3.88,6.5,4.74,6.24,6.57,1.43,4.09,3.04,2.16,9.33,55.98
67970,1974,3.33,2.07,3,3.21,3.3,2.64,1,4.03,3.65,2.4,1.78,4.26,34.68
67970,1975,5.15,3.06,2.53,2.43,3.71,3.78,4,2.09,7.58,0.42,4.06,4.76,43.57
67970,1976,5.95,3.05,2.74,2.71,4.88,2.35,3.71,8.64,2.49,5,0.43,2.35,44.31
67970,1977,3.91,2.32,7.45,4.31,1.87,3.51,1.23,4.93,6.3,5.09,6.44,5.62,52.99
67970,1978,9.02,1.38,3.91,2.7,8.04,3.07,0.07,7.01,3.54,2.86,1.98,4.91,48.5
67970,1979,14.37,4.2,5,6.35,5.59,2.39,1.35,3.15,5.24,3.67,3.43,2.01,56.75
67970,1980,1.23,0.97,5.27,8.95,2.65,3.45,1.28,0.54,2.22,3.69,4.86,0.87,35.99
67970,1981,0,5.24,1.04,3.77,1.6,3.31,6.06,0.82,5.74,3.62,2.01,4.96,38.18
67970,1982,6.41,3.31,2.48,5.02,3.3,8.39,1.55,2.18,1.44,2.16,3.54,1.5,41.27
67970,1983,4.61,3.06,8.74,11.4,5.96,3.55,2.05,2.16,1.87,5.81,6.6,6.22,62.04
67970,1984,1.91,5.12,5.5,4.56,10.43,4.63,8.7,1.26,2.31,1.78,3.2,3.5,52.89
67970,1985,0.56,2.02,2.02,1.06,5.27,4.88,3.74,4.52,6.34,1.83,7.82,1.78,41.85
67970,1986,4.9,4.04,2.41,3.34,0.9,3.52,4.28,4.57,1.34,2.09,7.7,6.29,45.36
67970,1987,6.35,0.69,4.88,7.21,2.83,2.61,2.78,5.67,6.12,3.97,3.75,2.63,49.48
67970,1988,1.53,4.71,2.18,1.85,4.13,0.56,5.58,3.5,3.91,4.19,9.36,1.64,43.14
67970,1989,2.23,2.89,4.23,4.3,13.81,5.12,3.75,6.23,4.22,9.19,3.78,1.12,60.87
67970,1990,5.09,2.56,4.22,5.62,8.09,2.46,3.14,7.13,1.95,9.71,3.05,5.35,58.39
67970,1991,3.24,2.01,4.94,4.09,5.25,2.59,4.03,8.43,4.6,1.72,2.88,3.93,47.7
67970,1992,1.96,2.19,4.3,2.29,4.43,6.13,3.91,6.61,7.1,2.14,6.55,5.89,53.5
67970,1993,3.14,3.22,6.83,5.06,0.87,3.6,1.75,2.3,6.93,4.25,2.35,5.61,45.9
67970,1994,6.46,3.37,7.08,2.95,4.38,5.43,4.54,5.28,3.11,1.38,4.68,4.18,52.83
67970,1995,4.11,3.5,1.34,2.93,3.14,1.81,2.23,0.44,3.68,7.93,4.56,2.3,37.99
67970,1996,6.64,3.09,4.39,7.71,4.6,6.13,7.06,1.43,6.6,9.35,4.08,7.81,68.88
67970,1997,4.72,2.45,6.79,3.42,3.91,3.81,4,4.61,1.7,2.17,6.34,4.59,48.5
67970,1998,4.73,4.64,5.49,5.01,6.44,5.48,1.54,1.85,2.27,3.5,2.41,1.19,44.54
67970,1999,8.75,4.86,4.88,2.17,5.86,1.24,1.55,5.18,12.95,3.6,3.14,3.41,57.58
67970,2000,4.18,2.08,3.91,4.07,4.71,5.87,6.59,5.71,4.87,0.72,4.61,3.6,50.93
67970,2001,3.29,2.66,8.09,2.32,3.5,5.91,2.45,4.94,5.3,1.59,1.36,2.53,43.94
67970,2002,2.13,1.34,4.61,4.53,5.69,7.5,1.22,3.47,7.34,5.75,5.6,5.59,54.77
67970,2003,2.79,4.98,4.67,3.56,5.09,8.31,2.44,5.25,7.09,4.79,4.63,6.46,60.06
67970,2004,3,2.58,4.01,6.63,4.36,4.14,6.68,6.63,11.35,1.68,5.31,3.88,60.25
67970,2005,5.48,3.02,4.68,5.21,2.2,7.23,3.21,3.48,1.23,14.74,4.63,5.4,60.5
67970,2006,6.64,1.74,0.93,5.69,5.3,9.46,4.02,5.43,4.3,7.6,7.09,3.01,61.2
67970,2007,4.52,1.87,6.73,12.46,1.9,4.93,4.13,3.63,1.84,3.42,3.28,5.8,54.5
67970,2008,2.72,6.82,5.31,3.23,4.06,5.04,4.33,1.96,8.49,3,3.15,7.53,55.65
67970,2009,4.74,1,1.85,4.63,4.89,10.22,5.46,5.8,3.04,4.69,2.09,8.28,56.7
67970,2010,2.1,6.11,11.81,2.3,2.74,3.09,3.38,4.14,3.86,4.5,3.07,4.76,51.86
67970,2011,3.81,3.7,7.7,7.22,6.08,6.57,2.29,15.82,9.16,4.55,3.86,4.81,75.57
67970,2012,3.31,1.2,1.36,3.31,6.39,5.23,3.95,3.57,5.56,4.24,1.42,5.91,45.43
67970,2013,2.87,4.14,3.17,1.31,3.21,10.12,4.5,3.2,2.82,0.65,4.17,2.81,42.97
68138,1886,4.37,4.87,3.41,2.87,3.76,1.75,4.38,2.67,2.88,2.99,4.55,5.05,43.56
68138,1887,5.94,4.5,4.37,3.06,0.42,4.23,7.03,5.21,1.09,2.76,2.65,4.15,45.4
68138,1888,3.99,3.89,4.44,2.52,4.58,2.1,1.93,4.97,8.46,6.35,4.94,5.28,53.44
68138,1889,4.03,1.44,1.96,3.49,2.16,3.5,11.39,3.78,4,5.52,5.91,2.88,50.07
68138,1890,2.66,3.28,6.11,3.15,6.33,2.79,2.81,4.26,7.19,5.25,0.82,4.21,48.86
68138,1891,8.54,5.64,4.43,3.52,2.5,1.84,4.96,3.95,4.08,4.14,3.09,4.96,51.65
68138,1892,4.91,1.6,3,0.55,5.61,2.77,3.25,5.2,1.4,1.09,5.41,1.35,36.13
68138,1893,2.39,5.88,4.68,3.81,7.13,1.98,1.58,3.79,2.58,6.71,2.45,3.68,46.67
68138,1894,2.24,3.13,1.18,2.67,3.57,0.59,2.09,2.37,3.01,4.16,4,4.31,33.35
68138,1895,4.78,0.63,2.62,4.27,2.16,1.78,4.13,3.48,2.97,6.74,6.97,4.12,44.65
68138,1896,1.59,6.97,4.87,0.8,2.72,1.78,2.98,2.71,5.63,3.6,1.02,1.97,36.66
68138,1897,2.52,3.4,3.67,2.37,4.38,2.79,12.15,5.23,1.4,0.92,7.14,5.61,51.57
68138,1898,4.69,4.03,3.09,4.25,3.81,2.49,4.58,5.87,2.22,6.18,4.61,1.63,47.45
68138,1899,3.77,1.47,6.3,2.2,1.09,3.72,5.56,3.27,3.31,1.54,1.4,2.14,35.77
68138,1900,1.43,5.69,3.72,2.67,4.91,4.32,2.76,2.04,2.27,3,6.79,2.22,41.82
68138,1901,1.84,1.05,7.19,9.51,6.31,1.96,5.54,7.58,4.33,1.97,3.04,9.55,59.88
68138,1902,2.53,5.12,6.36,3.88,1.59,3.23,7.48,2.17,7.06,5.68,1.1,5.86,52.07
68138,1903,3.8,5.18,7.09,2.81,0.5,9.24,4.56,4.52,1.81,2.8,1.95,4.26,48.52
68138,1904,4.56,2.81,3.81,6.41,1.96,2.53,1.85,5.56,1.01,1.41,0.12,0.51,32.53
68138,1905,0.88,0.48,0.2,1.91,0.9,2.2,1.47,2.63,4.86,1.32,0.48,2.32,19.64
68138,1906,1.28,2.41,2.44,1.89,0.19,1.08,5.03,2.16,1.81,1.72,1.04,2.8,23.85
68138,1907,1.23,0.37,1.25,0.98,1.94,2.81,1.45,1.09,9.72,4.97,6.91,3.63,36.34
68138,1908,3.26,5.2,3.51,1.56,3.92,2.42,5.37,4.06,1.45,1.84,0.8,1.54,34.92
68138,1909,2.77,6.95,3.65,1.73,3.89,2.02,0.84,2.01,1.77,1.58,1.73,3.82,32.75
68138,1910,5.73,3.93,1.31,3.2,1.5,4.88,2.24,1.98,4.66,1.42,3.51,2.39,36.75
68138,1911,1.05,2.73,3.56,2.61,0.33,1.2,2.3,5.08,2.94,6.24,2.65,3.19,33.88
68138,1912,1.43,1.2,7.17,3.09,4.38,0.29,3.62,5.48,2.33,1.97,3.81,5.73,40.51
68138,1913,3.95,2.8,6.03,4.8,2.65,2.32,4.25,3.55,2.6,5.7,2.05,3.18,43.87
68138,1914,2.9,3.67,4.69,4.28,2.4,1.16,2.47,1.48,0.45,3.22,2.1,3.32,32.15
68138,1915,7.52,4.41,0.15,1.18,2.64,0.93,8.28,5.92,1.51,2.71,2.93,2.5,40.68
68138,1916,1.46,5.99,1.91,1.93,4.43,4.48,10.85,0.93,2.49,2.33,3.3,2.6,42.71
68138,1917,2.85,3.3,4.84,1.87,3,4.05,2.13,7.06,1.13,6.13,0.47,2.83,39.66
68138,1918,3.7,2.31,2.37,3.08,2.74,4.29,3.01,3.87,7.77,0.93,0.91,3.53,38.52
68138,1919,2.4,2.49,5.74,2.78,5.3,2.07,3.61,3.26,3.66,3,4.78,2.27,41.37
68138,1920,3.02,5.28,3.5,4.63,4.35,7.45,4.09,3.11,7.46,1.06,4.38,5.52,53.85
68138,1921,2.59,3.83,3.29,5.17,3.83,2.43,6.29,2.48,4.28,1.33,6.55,2.29,44.36
68138,1922,0.88,2.21,6.59,1.67,5.07,5.09,7.05,3.76,6.02,2.87,1.25,3.86,46.31
68138,1923,6.81,1.87,3.07,6.31,1.48,6.07,3.76,4.54,3.55,6.02,4.34,5,52.83
68138,1924,4.48,2.54,1.28,7.31,4.19,1.87,1.09,5.2,4.06,0.15,2.21,1.88,36.26
68138,1925,3.74,2.61,4.58,2.39,3.8,2.87,7.9,1.5,2.85,4.13,3.02,2.8,42.19
68138,1926,2.55,4.06,3.33,2.68,2.15,0.79,3.32,4.91,2.29,4.11,5.81,2.87,38.88
68138,1927,3.81,2.67,2.06,2.37,3.95,2.5,4.11,6.26,0.96,5.44,7.53,6.58,48.23
68138,1928,2.17,2.26,2.21,4.33,1.24,4.43,6.78,5.17,2.6,2.41,2.1,3,38.68
68138,1929,4.28,3.71,4.06,5.26,5.13,2.09,1.04,2.32,0.94,3.61,2.97,3.89,39.3
68138,1930,2.63,2.36,3.76,2.32,2.92,2.57,3.49,1.9,0.58,2.79,2.96,3.46,31.74
68138,1931,3.01,1.53,5.7,2.54,4.09,5.79,2.44,4.37,1.68,1.74,0.91,3.2,37
68138,1932,4.35,2,4.27,2.2,1.88,1.86,5.04,8.61,4.69,6.2,5.11,1.9,48.12
68138,1933,1.97,4.11,4.7,5.35,3.31,2.07,1.21,7.44,6.62,1.66,1.45,3.22,43.11
68138,1934,3.89,3.43,3.22,4.19,5.36,3.38,2.47,2.87,9.75,2.59,2.48,2.78,46.41
68138,1935,4.69,2.5,2.26,2.96,1.94,4.65,3.51,2,3.22,0.36,4.14,1.11,33.35
68138,1936,7.88,3.08,10.65,3.59,4.33,4.61,2.6,6.23,4.5,5.06,1.28,8.85,62.68
68138,1937,5.81,2.78,3.93,4.85,3.24,4.67,2.55,9.1,4.46,5.45,8.58,2.25,57.66
68138,1938,5.43,2.63,2.48,2.63,5.2,6.48,12.13,4.09,17,1.44,3.15,3.68,66.33
68138,1939,3.37,5.04,4.64,5.15,1.05,3.34,2.22,8.78,3.71,6.83,1.12,3.97,49.23
68138,1940,3.82,2.59,5.69,5.89,7.94,3.38,3.32,1.62,2.41,2.43,6.91,3.03,49.02
68138,1941,2.17,3.02,2.73,1.25,5.09,4.46,5.72,3,1.18,2.39,3.24,3.65,37.9
68138,1942,3.3,1.94,7.84,0.71,2.72,3.73,4.58,4.71,2.24,2.07,6.35,5.62,45.81
68138,1943,2.7,1.76,3.01,3.84,4.77,2.15,3.65,1.49,0.58,5.41,4.02,0.86,34.23
68138,1944,1.48,2.36,4.59,4.6,2.2,4.5,1.91,1.36,9.15,2.07,5.76,2.65,42.63
68138,1945,2.65,3.11,2.23,5.43,5.7,4.63,3.77,3.13,1.74,2.37,5.23,5.45,45.43
68138,1946,1.47,2.34,1.81,2.39,5.36,2.94,4,8.34,3.17,0.27,1.46,2.5,36.07
68138,1947,2.46,1.67,2.44,4.67,2.7,2.36,5,3.11,4.62,2.32,5.73,2.26,39.33
68138,1948,3.34,1.82,4.26,3.97,6.14,5.61,2.96,1.85,0.53,2.49,5.73,3.52,42.23
68138,1949,4.38,2.76,1.52,3.9,4.45,0.83,1.65,2.64,2.87,1.78,1.71,2.21,30.69
68138,1950,3.71,2.93,3.17,2.98,4.31,3.45,3.19,5.59,1.22,2.14,5.09,4.55,42.33
68138,1951,3.94,4.74,5.47,3.31,3.78,2.25,1.78,3.32,1.36,3.57,7.6,5.16,46.28
68138,1952,4.49,2.31,3.45,5.93,4.71,4.51,3.08,7.62,2.97,0.98,2.38,4.23,46.67
68138,1953,5.59,2.81,8.32,5.48,3.91,1.54,4.48,2.14,0.88,4.61,5.18,5.62,50.57
68138,1954,1.58,2.22,4.3,4.78,4.15,3.22,2,6.26,6.93,2.5,4.99,4.68,47.61
68138,1955,0.82,2.59,4.32,3.44,2.51,2.75,3.42,14.76,4.05,8.53,4.76,0.68,52.63
68138,1956,2.8,3.51,4.78,2.65,2.35,3.42,4.25,2.13,5.15,2.34,3.23,5.23,41.84
68138,1957,2.41,1.98,2.23,1.32,1.59,0.75,1.49,4.25,2.04,2.18,4.41,6.6,31.24
68138,1958,5.84,1.73,2.08,5.7,4.16,1.73,6.96,4.12,3.26,4.13,4.46,1.33,45.5
68138,1959,3.06,3.45,4.96,4.54,1.28,4.93,5.84,3.93,1.07,8.82,5.74,4.67,52.3
68138,1960,3.56,2.92,3.32,3.69,5.24,2.43,8.94,3.33,7.17,1.08,2.84,2.72,47.24
68138,1961,1.5,3.32,2.68,4.65,6.33,2.59,4.08,2.81,1.06,2.3,3.15,3.37,37.82
68138,1962,3.83,3.2,1.33,3.65,2.45,4.39,1.84,3.67,3.06,3.38,3.74,1.83,36.38
68138,1963,2.66,2.86,3.45,1.27,3.35,2.82,3.6,1.22,3.78,0.71,6.26,2.41,34.4
68138,1964,2.76,1.85,2.74,4.67,1.35,1.68,2.59,3.1,1.83,1.76,3.71,4.35,32.39
68138,1965,2.1,3.16,1.36,2.27,1.39,1.47,4.82,2.81,2.15,3.83,2.05,1.75,29.16
68138,1966,2.8,3.64,2.1,1.13,3.46,2.74,4.53,2.5,4.52,3.29,3.87,2.7,37.3
68138,1967,1.91,1.89,5.57,4.2,7.38,5,4.08,4.47,3.46,2.25,3.06,5.61,48.87
68138,1968,2.88,0.7,4.2,2.07,5.36,7.05,1.57,3.39,2.56,2.14,5.23,5.4,42.56
68138,1969,1.46,1.25,2.61,5.69,3.94,1.34,6.59,2.54,6.77,2.1,5.8,8.01,48.11
